Index,clone1_cell1,clone1_cell10,clone1_cell2,clone1_cell3,clone1_cell4,clone1_cell5,clone1_cell6,clone1_cell7,clone1_cell8,clone1_cell9,clone2_cell1,clone2_cell10,clone2_cell2,clone2_cell3,clone2_cell4,clone2_cell5,clone2_cell6,clone2_cell7,clone2_cell8,clone2_cell9,clone3_cell1,clone3_cell10,clone3_cell2,clone3_cell3,clone3_cell4,clone3_cell5,clone3_cell6,clone3_cell7,clone3_cell8,clone3_cell9,clone4_cell1,clone4_cell10,clone4_cell2,clone4_cell3,clone4_cell4,clone4_cell5,clone4_cell6,clone4_cell7,clone4_cell8,clone4_cell9,clone5_cell1,clone5_cell10,clone5_cell2,clone5_cell3,clone5_cell4,clone5_cell5,clone5_cell6,clone5_cell7,clone5_cell8,clone5_cell9,clone6_cell1,clone6_cell10,clone6_cell2,clone6_cell3,clone6_cell4,clone6_cell5,clone6_cell6,clone6_cell7,clone6_cell8,clone6_cell9,clone7_cell1,clone7_cell10,clone7_cell2,clone7_cell3,clone7_cell4,clone7_cell5,clone7_cell6,clone7_cell7,clone7_cell8,clone7_cell9,clone8_cell1,clone8_cell10,clone8_cell2,clone8_cell3,clone8_cell4,clone8_cell5,clone8_cell6,clone8_cell7,clone8_cell8,clone8_cell9,clone9_cell1,clone9_cell10,clone9_cell2,clone9_cell3,clone9_cell4,clone9_cell5,clone9_cell6,clone9_cell7,clone9_cell8,clone9_cell9,normal_cell1,normal_cell10,normal_cell2,normal_cell3,normal_cell4,normal_cell5,normal_cell6,normal_cell7,normal_cell8,normal_cell9
chr10:20000001-25000000,0.333333333333,0.117647058824,0.0,0.235294117647,0.0909090909091,0.4,0.117647058824,0.125,0.25,0.241379310345,0.414634146341,0.5625,0.381818181818,0.450980392157,0.537313432836,0.574468085106,0.452830188679,0.518518518519,0.45,0.68085106383,0.0909090909091,0.190476190476,0.125,0.222222222222,0.2,0.285714285714,0.181818181818,0.333333333333,0.15,0.136363636364,0.05,0.214285714286,0.142857142857,0.0588235294118,0.454545454545,0.05,0.181818181818,0.285714285714,0.153846153846,0.153846153846,0.53125,0.490196078431,0.475409836066,0.44262295082,0.407407407407,0.532258064516,0.637931034483,0.465753424658,0.414285714286,0.595744680851,0.442307692308,0.4375,0.523076923077,0.484375,0.421875,0.422222222222,0.555555555556,0.5,0.461538461538,0.62962962963,0.627450980392,0.575757575758,0.318181818182,0.288461538462,0.363636363636,0.365384615385,0.630434782609,0.385964912281,0.470588235294,0.5,0.233333333333,0.176470588235,0.3125,0.318181818182,0.166666666667,0.125,0.529411764706,0.25,0.117647058824,0.176470588235,0.537313432836,0.528301886792,0.35593220339,0.571428571429,0.428571428571,0.44262295082,0.55223880597,0.5,0.408163265306,0.490566037736,0.479674796748,0.272727272727,0.466666666667,0.45,0.545454545455,0.642857142857,0.615384615385,0.5625,0.25,0.0
chr10:25000001-30000000,0.875,0.916666666667,0.866666666667,0.941176470588,0.909090909091,0.954545454545,0.882352941176,0.95,1.0,1.0,0.5,0.857142857143,0.454545454545,0.75,0.636363636364,0.526315789474,0.357142857143,0.461538461538,0.454545454545,0.8,1.0,0.933333333333,0.8,0.882352941176,1.0,0.933333333333,1.0,0.913043478261,0.941176470588,0.947368421053,0.923076923077,0.842105263158,1.0,0.846153846154,1.0,0.952380952381,0.8125,1.0,1.0,1.0,0.0,0.166666666667,0.166666666667,0.0,0.142857142857,0.25,0.0909090909091,0.117647058824,0.125,0.2,0.5,0.571428571429,0.8,0.666666666667,0.571428571429,0.75,0.428571428571,0.5625,0.727272727273,0.5,0.444444444444,0.555555555556,0.4,0.583333333333,0.375,0.857142857143,0.545454545455,0.375,0.583333333333,0.333333333333,0.928571428571,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,0.947368421053,0.583333333333,0.545454545455,0.6,0.571428571429,0.733333333333,0.444444444444,0.8,0.7,0.466666666667,0.555555555556,0.558333333333,0.6,0.5,0.3,0.8,0.6,0.8125,0.5,0.666666666667,0.352941176471
chr10:30000001-35000000,0.5,0.666666666667,0.545454545455,0.444444444444,0.0,0.294117647059,0.615384615385,0.444444444444,0.571428571429,0.352941176471,0.375,0.615384615385,0.6875,0.375,0.666666666667,0.727272727273,0.461538461538,0.466666666667,0.5,0.5,0.3,0.388888888889,0.236842105263,0.255319148936,0.107142857143,0.162162162162,0.297297297297,0.219512195122,0.179487179487,0.209302325581,0.272727272727,0.222222222222,0.411764705882,0.416666666667,0.307692307692,0.636363636364,0.454545454545,0.5,0.333333333333,0.5,0.363636363636,0.315789473684,0.272727272727,0.12,0.307692307692,0.368421052632,0.260869565217,0.142857142857,0.28,0.235294117647,0.384615384615,0.375,0.307692307692,0.210526315789,0.625,0.391304347826,0.3125,0.4,0.375,0.25,0.545454545455,0.368421052632,0.583333333333,0.545454545455,0.294117647059,0.461538461538,0.285714285714,0.4,0.285714285714,0.357142857143,0.257142857143,0.178571428571,0.142857142857,0.277777777778,0.138888888889,0.170731707317,0.102564102564,0.107142857143,0.148148148148,0.161290322581,0.5,0.5,0.666666666667,0.333333333333,0.1875,0.4375,0.529411764706,0.5,0.4375,0.75,0.507575757576,0.454545454545,0.5,0.461538461538,0.375,0.411764705882,0.571428571429,0.466666666667,0.5,0.727272727273
chr10:35000001-40000000,0.466666666667,0.59375,0.612903225806,0.631578947368,0.5,0.666666666667,0.542857142857,0.37037037037,0.551724137931,0.6,0.4,0.444444444444,0.181818181818,0.428571428571,0.444444444444,0.666666666667,0.444444444444,0.555555555556,0.5,0.5,0.428571428571,0.457142857143,0.551724137931,0.764705882353,0.333333333333,0.607142857143,0.379310344828,0.466666666667,0.6,0.37037037037,0.571428571429,0.545454545455,0.321428571429,0.45,0.619047619048,0.416666666667,0.470588235294,0.24,0.518518518519,0.48,0.428571428571,0.689655172414,0.37037037037,0.444444444444,0.714285714286,0.5,0.413793103448,0.787878787879,0.473684210526,0.533333333333,0.48,0.4,0.444444444444,0.52,0.375,0.315789473684,0.772727272727,0.28,0.52,0.551724137931,0.75,0.529411764706,0.428571428571,0.375,0.5,0.583333333333,0.555555555556,0.333333333333,0.4,0.454545454545,0.41935483871,0.37037037037,0.409090909091,0.454545454545,0.380952380952,0.541666666667,0.666666666667,0.5,0.5,0.478260869565,0.5,0.5,0.464285714286,0.448275862069,0.541666666667,0.5,0.708333333333,0.464285714286,0.612903225806,0.5,0.561904761905,0.5,0.5,0.3,0.285714285714,0.555555555556,0.583333333333,0.111111111111,0.25,0.4
chr10:40000001-45000000,0.538461538462,0.333333333333,0.555555555556,0.333333333333,0.272727272727,0.307692307692,0.777777777778,0.4,0.3,0.538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307692307692,0.357142857143,0.285714285714,0.0909090909091,0.307692307692,0.388888888889,0.266666666667,0.4375,0.357142857143,0.466666666667,0.111111111111,0.428571428571,0.25,0.375,0.818181818182,0.75,0.428571428571,0.285714285714,0.375,0.384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.272727272727,0.230769230769,0.333333333333,0.25,0.25,0.555555555556,0.3125,0.230769230769,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471153846154,0.647058823529,0.4,0.454545454545,0.636363636364,0.25,0.333333333333,0.5,0.666666666667,0.625
chr10:45000001-50000000,0.428571428571,0.666666666667,0.625,0.111111111111,0.714285714286,0.454545454545,0.666666666667,0.375,0.4,0.142857142857,0.424242424242,0.444444444444,0.515151515152,0.416666666667,0.413043478261,0.268292682927,0.368421052632,0.351851851852,0.459459459459,0.448275862069,0.363636363636,0.4,0.444444444444,0.428571428571,0.555555555556,0.3,0.4375,0.588235294118,0.652173913043,0.5,0.333333333333,0.466666666667,0.363636363636,0.571428571429,0.583333333333,0.583333333333,0.555555555556,0.75,0.2,0.428571428571,0.413043478261,0.484848484848,0.425531914894,0.333333333333,0.375,0.325,0.461538461538,0.305555555556,0.416666666667,0.435897435897,0.28125,0.340909090909,0.235294117647,0.333333333333,0.529411764706,0.377777777778,0.512820512821,0.333333333333,0.355555555556,0.358974358974,0.413793103448,0.294117647059,0.394736842105,0.35,0.377358490566,0.422222222222,0.45652173913,0.410256410256,0.279069767442,0.457142857143,0.636363636364,0.56,0.545454545455,0.428571428571,0.466666666667,0.866666666667,0.538461538462,0.363636363636,0.45,0.470588235294,0.552631578947,0.371428571429,0.304347826087,0.487179487179,0.405405405405,0.454545454545,0.444444444444,0.307692307692,0.414634146341,0.425,0.472727272727,0.153846153846,0.5,0.555555555556,0.454545454545,0.571428571429,0.375,0.666666666667,0.0,0.642857142857
chr10:50000001-55000000,0.7,0.666666666667,0.636363636364,0.6,0.7,0.75,0.6875,0.578947368421,0.5,0.461538461538,0.785714285714,0.4,0.416666666667,0.571428571429,0.5,0.583333333333,0.866666666667,0.315789473684,0.428571428571,0.636363636364,0.555555555556,0.555555555556,0.555555555556,0.6,0.692307692308,0.571428571429,0.5,0.588235294118,0.4,0.421052631579,0.5,0.454545454545,0.65,0.428571428571,0.428571428571,0.5,0.357142857143,0.636363636364,0.428571428571,0.769230769231,0.307692307692,0.692307692308,0.5625,0.8,0.285714285714,0.375,0.125,0.6875,0.818181818182,0.5,0.714285714286,0.735294117647,0.875,0.766666666667,0.714285714286,0.78125,0.739130434783,0.625,0.708333333333,0.75,0.555555555556,0.529411764706,0.647058823529,0.6,0.6,0.25,0.333333333333,0.333333333333,0.666666666667,0.533333333333,0.48,0.487804878049,0.525423728814,0.489361702128,0.535714285714,0.689655172414,0.584905660377,0.541666666667,0.583333333333,0.513513513514,0.68,0.666666666667,0.75,0.702702702703,0.6875,0.647058823529,0.740740740741,0.76,0.821428571429,0.625,0.543103448276,0.5,0.692307692308,0.363636363636,0.555555555556,0.615384615385,0.692307692308,0.727272727273,0.571428571429,0.555555555556
chr10:5000001-10000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529411764706,0.6,0.416666666667,0.625,0.428571428571,0.5,0.5,0.363636363636,0.777777777778,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.411764705882,0.5,0.8,0.181818181818,0.6,0.5625,0.428571428571,0.411764705882,0.3,0.583333333333,0.5625,0.4,0.526315789474,0.615384615385,0.692307692308,1.0,0.416666666667,0.583333333333,0.625,0.384615384615,0.6,0.684210526316,0.666666666667,0.384615384615,0.4,0.833333333333,0.7,0.384615384615,0.692307692308,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545454545455,0.181818181818,0.666666666667,0.583333333333,0.357142857143,0.6,0.769230769231,0.555555555556,0.583333333333,0.142857142857,0.459016393443,0.615384615385,0.571428571429,0.25,0.3,0.352941176471,0.529411764706,0.7,0.666666666667,0.375
chr10:55000001-60000000,0.473684210526,0.461538461538,0.432432432432,0.431818181818,0.414634146341,0.424242424242,0.574468085106,0.4375,0.613636363636,0.575757575758,0.642857142857,0.615384615385,0.666666666667,0.470588235294,0.428571428571,0.545454545455,0.785714285714,0.416666666667,0.538461538462,0.555555555556,0.526315789474,0.545454545455,0.5,0.512195121951,0.475,0.535714285714,0.487804878049,0.558139534884,0.484848484848,0.6,0.378378378378,0.425531914894,0.333333333333,0.5,0.5,0.5,0.510638297872,0.525,0.463414634146,0.5,0.625,0.461538461538,0.6,0.4,0.4,0.285714285714,0.5,0.625,0.4,0.727272727273,0.357142857143,0.636363636364,0.363636363636,0.416666666667,0.428571428571,0.875,0.7,0.333333333333,0.411764705882,0.777777777778,0.363636363636,0.5,0.571428571429,0.454545454545,0.5,0.555555555556,0.4,0.545454545455,0.461538461538,0.625,0.441860465116,0.636363636364,0.6,0.435897435897,0.518518518519,0.52380952381,0.5,0.545454545455,0.375,0.538461538462,0.75,0.375,0.578947368421,0.444444444444,0.428571428571,0.733333333333,0.777777777778,0.375,0.571428571429,0.333333333333,0.455357142857,0.428571428571,0.125,0.666666666667,0.545454545455,0.4,1.0,0.6,0.933333333333,0.222222222222
chr10:60000001-65000000,0.315789473684,0.4,0.4,0.7,0.357142857143,0.545454545455,0.461538461538,0.75,0.25,0.368421052632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.555555555556,0.533333333333,0.266666666667,0.666666666667,0.466666666667,0.75,0.6,0.5,0.384615384615,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.384615384615,0.588235294118,0.461538461538,0.444444444444,0.588235294118,0.5,0.5,0.5625,0.615384615385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54,0.333333333333,0.421052631579,0.35,0.583333333333,0.6,0.666666666667,0.6,0.444444444444,0.5
chr10:65000001-70000000,0.5,0.285714285714,0.333333333333,0.428571428571,0.166666666667,0.6,0.625,0.4,0.307692307692,0.0,0.444444444444,0.545454545455,0.384615384615,0.454545454545,0.444444444444,0.3,0.111111111111,0.666666666667,0.333333333333,0.5625,0.25,0.363636363636,0.461538461538,0.5,0.384615384615,0.5,0.571428571429,0.555555555556,0.2,0.4,0.128205128205,0.046511627907,0.103448275862,0.0,0.0,0.107142857143,0.103448275862,0.0882352941176,0.0333333333333,0.151515151515,0.636363636364,0.5,0.571428571429,0.5,0.416666666667,0.5,0.6,0.625,0.545454545455,0.538461538462,0.444444444444,0.541666666667,0.333333333333,0.571428571429,0.666666666667,0.625,0.545454545455,0.416666666667,0.545454545455,0.454545454545,0.444444444444,0.227272727273,0.5,0.461538461538,0.535714285714,0.590909090909,0.3125,0.458333333333,0.210526315789,0.4,0.611111111111,0.5,0.3125,0.4,0.307692307692,0.615384615385,0.529411764706,0.5,0.375,0.363636363636,0.4,0.2,0.692307692308,0.555555555556,0.4375,0.545454545455,0.333333333333,0.2,0.4375,0.5,0.40350877193,0.75,0.416666666667,0.375,0.75,0.5,0.5,0.285714285714,0.375,0.416666666667
